ID;NomePaciente;MedicoId;CartaoSus;CPF;dataNascimento;Escolaridade;Telefone;Email;DataRequisicao;Especialidade;Senha;Gravidade;Idade;TempoEsperaSemanas;Score;CreatedAt;UpdatedAt;Prioridade
60614;Paciente9908;f3b7ccc9-10ac-47a5-b8b5-fb6295440698;9918;CPFPaciente9908;2015-11-24;Escolaridade9908;Telefone9908;Email9908@example.com;1996-10-08;Especialidade9908;$2a$19908$beV9908g39908xTr5hcHE9908AmydX.3mX9908WmG4hb/GxTM89908/YktkxJZ.UwpaS9908;3;88;4;69;2023-11-24T22:38:11.053221500;2023-11-24T22:38:11.053221500;99
35592;Paciente9130;fdf34493-37df-4d05-be53-dfaacbf1a95c;9140;CPFPaciente9130;2013-11-24;Escolaridade9130;Telefone9130;Email9130@example.com;1998-11-25;Especialidade9130;$2a$19130$beV9130g39130xTr5hcHE9130AmydX.3mX9130WmG4hb/GxTM89130/YktkxJZ.UwpaS9130;1;88;2;11;2023-11-24T22:38:11.043222300;2023-11-24T22:38:11.043222300;99
65153;Paciente796;57119728-45f3-49b5-af1a-de173b818980;806;CPFPaciente796;2007-11-24;Escolaridade796;Telefone796;Email796@example.com;2021-09-19;Especialidade796;$2a$1796$beV796g3796xTr5hcHE796AmydX.3mX796WmG4hb/GxTM8796/YktkxJZ.UwpaS796;2;88;5;35;2023-11-24T22:38:10.859990;2023-11-24T22:38:10.859990;99
29688;Paciente7772;49e413d0-cd15-4954-849a-bcec48c2f79d;7782;CPFPaciente7772;2021-11-24;Escolaridade7772;Telefone7772;Email7772@example.com;2002-08-14;Especialidade7772;$2a$17772$beV7772g37772xTr5hcHE7772AmydX.3mX7772WmG4hb/GxTM87772/YktkxJZ.UwpaS7772;3;88;3;69;2023-11-24T22:38:11.025650600;2023-11-24T22:38:11.025650600;99
22123;Paciente4605;a2bd6549-8f97-4317-bc18-9aa684682070;4615;CPFPaciente4605;2008-11-24;Escolaridade4605;Telefone4605;Email4605@example.com;2011-04-16;Especialidade4605;$2a$14605$beV4605g34605xTr5hcHE4605AmydX.3mX4605WmG4hb/GxTM84605/YktkxJZ.UwpaS4605;2;88;9;80;2023-11-24T22:38:10.979652500;2023-11-24T22:38:10.979652500;99
82114;Paciente5264;fae818dd-8ae0-4aae-848a-e4afb9f5b5f6;5274;CPFPaciente5264;2009-11-24;Escolaridade5264;Telefone5264;Email5264@example.com;2009-06-26;Especialidade5264;$2a$15264$beV5264g35264xTr5hcHE5264AmydX.3mX5264WmG4hb/GxTM85264/YktkxJZ.UwpaS5264;3;87;3;49;2023-11-24T22:38:10.991653600;2023-11-24T22:38:10.991653600;99
31713;Paciente2868;1826fa01-1fd2-4208-984a-5db4cbac29ef;2878;CPFPaciente2868;2005-11-24;Escolaridade2868;Telefone2868;Email2868@example.com;2016-01-17;Especialidade2868;$2a$12868$beV2868g32868xTr5hcHE2868AmydX.3mX2868WmG4hb/GxTM82868/YktkxJZ.UwpaS2868;1;86;5;98;2023-11-24T22:38:10.951652400;2023-11-24T22:38:10.951652400;99
80605;Paciente3757;7fd64572-4bd2-400a-8e0d-293b4942ac56;3767;CPFPaciente3757;2016-11-24;Escolaridade3757;Telefone3757;Email3757@example.com;2013-08-11;Especialidade3757;$2a$13757$beV3757g33757xTr5hcHE3757AmydX.3mX3757WmG4hb/GxTM83757/YktkxJZ.UwpaS3757;3;86;5;65;2023-11-24T22:38:10.965651100;2023-11-24T22:38:10.965651100;99
94790;Paciente1764;914b1420-ac84-4a78-8759-e7514851909c;1774;CPFPaciente1764;1999-11-24;Escolaridade1764;Telefone1764;Email1764@example.com;2019-01-25;Especialidade1764;$2a$11764$beV1764g31764xTr5hcHE1764AmydX.3mX1764WmG4hb/GxTM81764/YktkxJZ.UwpaS1764;2;85;6;90;2023-11-24T22:38:10.915988100;2023-11-24T22:38:10.915988100;99
75046;Paciente5750;12076ed5-15e6-4e93-a4fa-e00a1cfa146c;5760;CPFPaciente5750;2003-11-24;Escolaridade5750;Telefone5750;Email5750@example.com;2008-02-26;Especialidade5750;$2a$15750$beV5750g35750xTr5hcHE5750AmydX.3mX5750WmG4hb/GxTM85750/YktkxJZ.UwpaS5750;3;84;4;81;2023-11-24T22:38:10.997649800;2023-11-24T22:38:10.997649800;99
11545;Paciente6437;06bb5f52-d806-450a-aeb0-2ed5ecd98ef5;6447;CPFPaciente6437;2006-11-24;Escolaridade6437;Telefone6437;Email6437@example.com;2006-04-10;Especialidade6437;$2a$16437$beV6437g36437xTr5hcHE6437AmydX.3mX6437WmG4hb/GxTM86437/YktkxJZ.UwpaS6437;2;83;5;24;2023-11-24T22:38:11.008665200;2023-11-24T22:38:11.008665200;99
47694;Paciente3505;885c6bd0-13b8-48ec-9742-d2e104c8dbca;3515;CPFPaciente3505;1998-11-24;Escolaridade3505;Telefone3505;Email3505@example.com;2014-04-20;Especialidade3505;$2a$13505$beV3505g33505xTr5hcHE3505AmydX.3mX3505WmG4hb/GxTM83505/YktkxJZ.UwpaS3505;2;81;4;41;2023-11-24T22:38:10.961650100;2023-11-24T22:38:10.961650100;99
1451;Paciente1004;906a2446-893e-4d2d-89b9-9d5daf1e2f82;1014;CPFPaciente1004;2009-11-24;Escolaridade1004;Telefone1004;Email1004@example.com;2021-02-23;Especialidade1004;$2a$11004$beV1004g31004xTr5hcHE1004AmydX.3mX1004WmG4hb/GxTM81004/YktkxJZ.UwpaS1004;2;80;2;9;2023-11-24T22:38:10.877988800;2023-11-24T22:38:10.877988800;99
6752;Paciente8468;7ae480de-76e3-41c7-b3a3-cb7e561f8d70;8478;CPFPaciente8468;2015-11-24;Escolaridade8468;Telefone8468;Email8468@example.com;2000-09-17;Especialidade8468;$2a$18468$beV8468g38468xTr5hcHE8468AmydX.3mX8468WmG4hb/GxTM88468/YktkxJZ.UwpaS8468;2;79;4;86;2023-11-24T22:38:11.033660900;2023-11-24T22:38:11.033660900;99
18116;Paciente1995;dee5963b-555d-4bf9-9d63-b51c2becb0fc;2005;CPFPaciente1995;2008-11-24;Escolaridade1995;Telefone1995;Email1995@example.com;2018-06-08;Especialidade1995;$2a$11995$beV1995g31995xTr5hcHE1995AmydX.3mX1995WmG4hb/GxTM81995/YktkxJZ.UwpaS1995;3;79;3;15;2023-11-24T22:38:10.923987;2023-11-24T22:38:10.923987;99
68829;Paciente5475;180591e0-f4fe-4e7c-ae5f-fb9327d34e80;5485;CPFPaciente5475;2008-11-24;Escolaridade5475;Telefone5475;Email5475@example.com;2008-11-27;Especialidade5475;$2a$15475$beV5475g35475xTr5hcHE5475AmydX.3mX5475WmG4hb/GxTM85475/YktkxJZ.UwpaS5475;1;78;3;42;2023-11-24T22:38:10.994652200;2023-11-24T22:38:10.994652200;99
73497;Paciente826;46c069da-3312-4cfa-8cbc-43029d045cb8;836;CPFPaciente826;2007-11-24;Escolaridade826;Telefone826;Email826@example.com;2021-08-20;Especialidade826;$2a$1826$beV826g3826xTr5hcHE826AmydX.3mX826WmG4hb/GxTM8826/YktkxJZ.UwpaS826;3;77;5;15;2023-11-24T22:38:10.861991100;2023-11-24T22:38:10.861991100;99
37155;Paciente3334;9c63922e-ec57-4b3a-82e4-e1fec3cd55d2;3344;CPFPaciente3334;2019-11-24;Escolaridade3334;Telefone3334;Email3334@example.com;2014-10-08;Especialidade3334;$2a$13334$beV3334g33334xTr5hcHE3334AmydX.3mX3334WmG4hb/GxTM83334/YktkxJZ.UwpaS3334;2;75;5;67;2023-11-24T22:38:10.959650;2023-11-24T22:38:10.959650;99
7234;Paciente4692;6130e8ef-8b3a-4b5b-9506-effc890a33a7;4702;CPFPaciente4692;2011-11-24;Escolaridade4692;Telefone4692;Email4692@example.com;2011-01-19;Especialidade4692;$2a$14692$beV4692g34692xTr5hcHE4692AmydX.3mX4692WmG4hb/GxTM84692/YktkxJZ.UwpaS4692;3;75;4;42;2023-11-24T22:38:10.980652100;2023-11-24T22:38:10.980652100;99
38037;Paciente1328;67cd6026-2674-4ae6-8a79-6eb009df9b61;1338;CPFPaciente1328;2015-11-24;Escolaridade1328;Telefone1328;Email1328@example.com;2020-04-05;Especialidade1328;$2a$11328$beV1328g31328xTr5hcHE1328AmydX.3mX1328WmG4hb/GxTM81328/YktkxJZ.UwpaS1328;3;73;3;75;2023-11-24T22:38:10.895992800;2023-11-24T22:38:10.895992800;99
72788;Paciente2535;39a02517-3597-452c-b853-f3ae9900621d;2545;CPFPaciente2535;2008-11-24;Escolaridade2535;Telefone2535;Email2535@example.com;2016-12-15;Especialidade2535;$2a$12535$beV2535g32535xTr5hcHE2535AmydX.3mX2535WmG4hb/GxTM82535/YktkxJZ.UwpaS2535;1;71;3;4;2023-11-24T22:38:10.943652100;2023-11-24T22:38:10.943652100;99
61413;Paciente2845;dc49c6e6-72ea-4ec4-aacd-1d1eb2abf18f;2855;CPFPaciente2845;1998-11-24;Escolaridade2845;Telefone2845;Email2845@example.com;2016-02-09;Especialidade2845;$2a$12845$beV2845g32845xTr5hcHE2845AmydX.3mX2845WmG4hb/GxTM82845/YktkxJZ.UwpaS2845;3;71;2;26;2023-11-24T22:38:10.950649800;2023-11-24T22:38:10.950649800;99
28999;Paciente4205;084b58a0-f5cf-4b6f-8e6b-f6a727e0791c;4215;CPFPaciente4205;2018-11-24;Escolaridade4205;Telefone4205;Email4205@example.com;2012-05-20;Especialidade4205;$2a$14205$beV4205g34205xTr5hcHE4205AmydX.3mX4205WmG4hb/GxTM84205/YktkxJZ.UwpaS4205;1;71;5;56;2023-11-24T22:38:10.973730500;2023-11-24T22:38:10.973730500;99
99847;Paciente9469;22049381-c239-4e3b-b4ae-bd307f5daa4a;9479;CPFPaciente9469;2004-11-24;Escolaridade9469;Telefone9469;Email9469@example.com;1997-12-21;Especialidade9469;$2a$19469$beV9469g39469xTr5hcHE9469AmydX.3mX9469WmG4hb/GxTM89469/YktkxJZ.UwpaS9469;1;70;4;54;2023-11-24T22:38:11.048222400;2023-11-24T22:38:11.048222400;99
8208;Paciente7732;ef885ce8-ccf8-40a3-820a-82f5d4863b9f;7742;CPFPaciente7732;2001-11-24;Escolaridade7732;Telefone7732;Email7732@example.com;2002-09-23;Especialidade7732;$2a$17732$beV7732g37732xTr5hcHE7732AmydX.3mX7732WmG4hb/GxTM87732/YktkxJZ.UwpaS7732;3;67;8;37;2023-11-24T22:38:11.025650600;2023-11-24T22:38:11.025650600;99
42929;Paciente825;977391d8-e035-4de7-99d8-6ef21a427f60;835;CPFPaciente825;2008-11-24;Escolaridade825;Telefone825;Email825@example.com;2021-08-21;Especialidade825;$2a$1825$beV825g3825xTr5hcHE825AmydX.3mX825WmG4hb/GxTM8825/YktkxJZ.UwpaS825;3;64;8;69;2023-11-24T22:38:10.861991100;2023-11-24T22:38:10.861991100;99
16030;Paciente7461;e0267d77-4d37-40b5-87d7-223cad9b9615;7471;CPFPaciente7461;2002-11-24;Escolaridade7461;Telefone7461;Email7461@example.com;2003-06-21;Especialidade7461;$2a$17461$beV7461g37461xTr5hcHE7461AmydX.3mX7461WmG4hb/GxTM87461/YktkxJZ.UwpaS7461;2;63;6;26;2023-11-24T22:38:11.020650500;2023-11-24T22:38:11.020650500;99
6688;Paciente9583;0bda1589-1d0a-4916-b547-3684f4fdaf2f;9593;CPFPaciente9583;2010-11-24;Escolaridade9583;Telefone9583;Email9583@example.com;1997-08-29;Especialidade9583;$2a$19583$beV9583g39583xTr5hcHE9583AmydX.3mX9583WmG4hb/GxTM89583/YktkxJZ.UwpaS9583;1;60;2;16;2023-11-24T22:38:11.049220500;2023-11-24T22:38:11.049220500;99
26463;Paciente6885;acfc5ef8-d42d-4cef-ab9a-16bbcbd235f0;6895;CPFPaciente6885;2008-11-24;Escolaridade6885;Telefone6885;Email6885@example.com;2005-01-17;Especialidade6885;$2a$16885$beV6885g36885xTr5hcHE6885AmydX.3mX6885WmG4hb/GxTM86885/YktkxJZ.UwpaS6885;2;60;3;65;2023-11-24T22:38:11.013650700;2023-11-24T22:38:11.013650700;99
22787;Paciente5774;3f70d81c-95aa-446c-8fc2-c03a043bb79b;5784;CPFPaciente5774;2009-11-24;Escolaridade5774;Telefone5774;Email5774@example.com;2008-02-02;Especialidade5774;$2a$15774$beV5774g35774xTr5hcHE5774AmydX.3mX5774WmG4hb/GxTM85774/YktkxJZ.UwpaS5774;1;59;7;27;2023-11-24T22:38:10.997649800;2023-11-24T22:38:10.997649800;99
87886;Paciente2038;90e53250-1ce6-4fe6-8a03-b4722316e0e8;2048;CPFPaciente2038;1995-11-24;Escolaridade2038;Telefone2038;Email2038@example.com;2018-04-26;Especialidade2038;$2a$12038$beV2038g32038xTr5hcHE2038AmydX.3mX2038WmG4hb/GxTM82038/YktkxJZ.UwpaS2038;2;57;6;88;2023-11-24T22:38:10.925996200;2023-11-24T22:38:10.925996200;99
52347;Paciente1432;bd88e029-3977-46d3-8c55-18f20ee5c159;1442;CPFPaciente1432;2001-11-24;Escolaridade1432;Telefone1432;Email1432@example.com;2019-12-23;Especialidade1432;$2a$11432$beV1432g31432xTr5hcHE1432AmydX.3mX1432WmG4hb/GxTM81432/YktkxJZ.UwpaS1432;1;56;7;31;2023-11-24T22:38:10.899988;2023-11-24T22:38:10.899988;99
22403;Paciente147;6254a860-8e7c-4d06-9d7f-59bcf2f716d7;157;CPFPaciente147;1996-11-24;Escolaridade147;Telefone147;Email147@example.com;2023-06-30;Especialidade147;$2a$1147$beV147g3147xTr5hcHE147AmydX.3mX147WmG4hb/GxTM8147/YktkxJZ.UwpaS147;1;55;8;2;2023-11-24T22:38:10.810379700;2023-11-24T22:38:10.810379700;99
1343;Paciente4216;d11c83f3-f2f4-45a2-9b45-660211899ea2;4226;CPFPaciente4216;2007-11-24;Escolaridade4216;Telefone4216;Email4216@example.com;2012-05-09;Especialidade4216;$2a$14216$beV4216g34216xTr5hcHE4216AmydX.3mX4216WmG4hb/GxTM84216/YktkxJZ.UwpaS4216;1;54;7;31;2023-11-24T22:38:10.973730500;2023-11-24T22:38:10.973730500;99
24125;Paciente6022;ea4de9a9-7a69-4c72-8244-5e00ca0207df;6032;CPFPaciente6022;2001-11-24;Escolaridade6022;Telefone6022;Email6022@example.com;2007-05-30;Especialidade6022;$2a$16022$beV6022g36022xTr5hcHE6022AmydX.3mX6022WmG4hb/GxTM86022/YktkxJZ.UwpaS6022;3;51;6;9;2023-11-24T22:38:11.000651300;2023-11-24T22:38:11.000651300;99
88060;Paciente5662;a49dd89c-abfe-4f60-84cc-94cf8f9491e5;5672;CPFPaciente5662;2001-11-24;Escolaridade5662;Telefone5662;Email5662@example.com;2008-05-24;Especialidade5662;$2a$15662$beV5662g35662xTr5hcHE5662AmydX.3mX5662WmG4hb/GxTM85662/YktkxJZ.UwpaS5662;2;51;8;11;2023-11-24T22:38:10.996651700;2023-11-24T22:38:10.996651700;99
45834;Paciente8519;9e277bd9-234f-4024-82da-a4e0d28b402d;8529;CPFPaciente8519;1994-11-24;Escolaridade8519;Telefone8519;Email8519@example.com;2000-07-28;Especialidade8519;$2a$18519$beV8519g38519xTr5hcHE8519AmydX.3mX8519WmG4hb/GxTM88519/YktkxJZ.UwpaS8519;1;50;4;34;2023-11-24T22:38:11.033660900;2023-11-24T22:38:11.033660900;99
10868;Paciente5606;886835b0-f1f8-4a5f-a90b-e8aa5919f8c2;5616;CPFPaciente5606;1997-11-24;Escolaridade5606;Telefone5606;Email5606@example.com;2008-07-19;Especialidade5606;$2a$15606$beV5606g35606xTr5hcHE5606AmydX.3mX5606WmG4hb/GxTM85606/YktkxJZ.UwpaS5606;2;46;5;97;2023-11-24T22:38:10.995650500;2023-11-24T22:38:10.995650500;99
45525;Paciente5728;45326a3b-9720-4038-a22e-9407b6204499;5738;CPFPaciente5728;1995-11-24;Escolaridade5728;Telefone5728;Email5728@example.com;2008-03-19;Especialidade5728;$2a$15728$beV5728g35728xTr5hcHE5728AmydX.3mX5728WmG4hb/GxTM85728/YktkxJZ.UwpaS5728;3;44;7;61;2023-11-24T22:38:10.997649800;2023-11-24T22:38:10.997649800;99
16521;Paciente1282;fa5b48a6-57e6-4f49-8c50-49dd25328597;1292;CPFPaciente1282;2001-11-24;Escolaridade1282;Telefone1282;Email1282@example.com;2020-05-21;Especialidade1282;$2a$11282$beV1282g31282xTr5hcHE1282AmydX.3mX1282WmG4hb/GxTM81282/YktkxJZ.UwpaS1282;2;41;4;20;2023-11-24T22:38:10.893987600;2023-11-24T22:38:10.893987600;99
61353;Paciente1591;448164bd-cace-4300-a5b8-85bacbc740fc;1601;CPFPaciente1591;2022-11-24;Escolaridade1591;Telefone1591;Email1591@example.com;2019-07-17;Especialidade1591;$2a$11591$beV1591g31591xTr5hcHE1591AmydX.3mX1591WmG4hb/GxTM81591/YktkxJZ.UwpaS1591;2;39;7;64;2023-11-24T22:38:10.905990800;2023-11-24T22:38:10.905990800;99
79690;Paciente8626;9a97fe4c-949b-487f-922d-fe288fd157a1;8636;CPFPaciente8626;2007-11-24;Escolaridade8626;Telefone8626;Email8626@example.com;2000-04-12;Especialidade8626;$2a$18626$beV8626g38626xTr5hcHE8626AmydX.3mX8626WmG4hb/GxTM88626/YktkxJZ.UwpaS8626;2;35;7;90;2023-11-24T22:38:11.035662;2023-11-24T22:38:11.035662;99
23399;Paciente103;47fbb8cf-1d94-4de0-b3fd-0262db14359d;113;CPFPaciente103;2010-11-24;Escolaridade103;Telefone103;Email103@example.com;2023-08-13;Especialidade103;$2a$1103$beV103g3103xTr5hcHE103AmydX.3mX103WmG4hb/GxTM8103/YktkxJZ.UwpaS103;1;34;7;22;2023-11-24T22:38:10.802378800;2023-11-24T22:38:10.802378800;99
99180;Paciente8330;332ea65f-fb72-463f-96f8-fe1aef683feb;8340;CPFPaciente8330;2003-11-24;Escolaridade8330;Telefone8330;Email8330@example.com;2001-02-02;Especialidade8330;$2a$18330$beV8330g38330xTr5hcHE8330AmydX.3mX8330WmG4hb/GxTM88330/YktkxJZ.UwpaS8330;1;33;7;60;2023-11-24T22:38:11.032662400;2023-11-24T22:38:11.032662400;99
77488;Paciente8880;f63e8512-bac4-46bb-8e9d-a96892aadda7;8890;CPFPaciente8880;2023-11-24;Escolaridade8880;Telefone8880;Email8880@example.com;1999-08-02;Especialidade8880;$2a$18880$beV8880g38880xTr5hcHE8880AmydX.3mX8880WmG4hb/GxTM88880/YktkxJZ.UwpaS8880;2;31;5;9;2023-11-24T22:38:11.037678;2023-11-24T22:38:11.037678;99
48132;Paciente7862;f15216d6-3f0a-4142-a050-edbed2e2032c;7872;CPFPaciente7862;2021-11-24;Escolaridade7862;Telefone7862;Email7862@example.com;2002-05-16;Especialidade7862;$2a$17862$beV7862g37862xTr5hcHE7862AmydX.3mX7862WmG4hb/GxTM87862/YktkxJZ.UwpaS7862;3;29;8;94;2023-11-24T22:38:11.026660700;2023-11-24T22:38:11.026660700;99
66053;Paciente2349;5b58bba9-dd8a-4fce-8eee-7c0d1ab758c8;2359;CPFPaciente2349;2014-11-24;Escolaridade2349;Telefone2349;Email2349@example.com;2017-06-19;Especialidade2349;$2a$12349$beV2349g32349xTr5hcHE2349AmydX.3mX2349WmG4hb/GxTM82349/YktkxJZ.UwpaS2349;1;28;3;60;2023-11-24T22:38:10.934997200;2023-11-24T22:38:10.934997200;99
15085;Paciente8390;23805e88-6681-4a13-9fb5-a8dd9296539a;8400;CPFPaciente8390;2003-11-24;Escolaridade8390;Telefone8390;Email8390@example.com;2000-12-04;Especialidade8390;$2a$18390$beV8390g38390xTr5hcHE8390AmydX.3mX8390WmG4hb/GxTM88390/YktkxJZ.UwpaS8390;1;27;2;16;2023-11-24T22:38:11.032662400;2023-11-24T22:38:11.032662400;99
40931;Paciente4666;058eb288-3b44-48df-b48f-3b61759ac02c;4676;CPFPaciente4666;2007-11-24;Escolaridade4666;Telefone4666;Email4666@example.com;2011-02-14;Especialidade4666;$2a$14666$beV4666g34666xTr5hcHE4666AmydX.3mX4666WmG4hb/GxTM84666/YktkxJZ.UwpaS4666;3;27;2;89;2023-11-24T22:38:10.980652100;2023-11-24T22:38:10.980652100;99
1997;Paciente8987;5e7006df-defe-4e16-8bae-1eefcbf4ddaf;8997;CPFPaciente8987;2006-11-24;Escolaridade8987;Telefone8987;Email8987@example.com;1999-04-17;Especialidade8987;$2a$18987$beV8987g38987xTr5hcHE8987AmydX.3mX8987WmG4hb/GxTM88987/YktkxJZ.UwpaS8987;2;26;5;78;2023-11-24T22:38:11.041207600;2023-11-24T22:38:11.041207600;99
33065;Paciente6912;a55c76e0-3221-491c-aafe-cb0651f6b6b2;6922;CPFPaciente6912;2011-11-24;Escolaridade6912;Telefone6912;Email6912@example.com;2004-12-21;Especialidade6912;$2a$16912$beV6912g36912xTr5hcHE6912AmydX.3mX6912WmG4hb/GxTM86912/YktkxJZ.UwpaS6912;2;24;5;12;2023-11-24T22:38:11.014651600;2023-11-24T22:38:11.014651600;99
99247;Paciente7198;56d3f8b0-c9f8-4c19-9adb-00d9cf6295c9;7208;CPFPaciente7198;1995-11-24;Escolaridade7198;Telefone7198;Email7198@example.com;2004-03-10;Especialidade7198;$2a$17198$beV7198g37198xTr5hcHE7198AmydX.3mX7198WmG4hb/GxTM87198/YktkxJZ.UwpaS7198;2;23;6;19;2023-11-24T22:38:11.017651500;2023-11-24T22:38:11.017651500;99
49113;Paciente7213;2f86da45-0cba-46d2-ae9c-2089d6b2f247;7223;CPFPaciente7213;2010-11-24;Escolaridade7213;Telefone7213;Email7213@example.com;2004-02-24;Especialidade7213;$2a$17213$beV7213g37213xTr5hcHE7213AmydX.3mX7213WmG4hb/GxTM87213/YktkxJZ.UwpaS7213;2;21;6;33;2023-11-24T22:38:11.017651500;2023-11-24T22:38:11.017651500;99
79709;Paciente5025;de364166-3dcc-4b2d-bdbf-48ac0d8c435d;5035;CPFPaciente5025;2008-11-24;Escolaridade5025;Telefone5025;Email5025@example.com;2010-02-20;Especialidade5025;$2a$15025$beV5025g35025xTr5hcHE5025AmydX.3mX5025WmG4hb/GxTM85025/YktkxJZ.UwpaS5025;1;20;2;76;2023-11-24T22:38:10.984651700;2023-11-24T22:38:10.984651700;99
93269;Paciente2769;e7cb902b-2e38-4476-9338-0ed8f987c4da;2779;CPFPaciente2769;2014-11-24;Escolaridade2769;Telefone2769;Email2769@example.com;2016-04-25;Especialidade2769;$2a$12769$beV2769g32769xTr5hcHE2769AmydX.3mX2769WmG4hb/GxTM82769/YktkxJZ.UwpaS2769;1;20;4;97;2023-11-24T22:38:10.949650800;2023-11-24T22:38:10.949650800;99
39402;Paciente2267;e981f4b5-3a7c-4011-88a5-632e6902020b;2277;CPFPaciente2267;2006-11-24;Escolaridade2267;Telefone2267;Email2267@example.com;2017-09-09;Especialidade2267;$2a$12267$beV2267g32267xTr5hcHE2267AmydX.3mX2267WmG4hb/GxTM82267/YktkxJZ.UwpaS2267;1;20;6;31;2023-11-24T22:38:10.931996200;2023-11-24T22:38:10.931996200;99
4689;Paciente5376;7f7d4d02-f3a2-447a-8f4a-4cb1b1bfa9dd;5386;CPFPaciente5376;2017-11-24;Escolaridade5376;Telefone5376;Email5376@example.com;2009-03-06;Especialidade5376;$2a$15376$beV5376g35376xTr5hcHE5376AmydX.3mX5376WmG4hb/GxTM85376/YktkxJZ.UwpaS5376;1;19;8;88;2023-11-24T22:38:10.992650500;2023-11-24T22:38:10.993650;99
